ID,Vendor,Country,Product_Group,Sub_Classification,Shipment_Mode,Year,Quarter,Delivery_Delay_Days,On_Time_Delivery,Delivery_Status,Freight_Type,Freight_Cost_USD,Line_Item_Value,Freight_Cost_Ratio,Dosage_Applicable,Weight_Kilograms
43390,GLAXOSMITHKLINE EXPORT LIMITED,South Africa,ARV,Pediatric,Air,2011,3,0,On Time,On Time,Separate,27372.24,601200.0,4.55,Applicable,22956.0
43425,"Orgenics, Ltd",Kenya,HRDT,HIV test,Air,2010,1,3,Late,Late,Separate,11847.25,568800.0,2.08,Not Applicable,1224.0
43430,CIPLA LIMITED,South Africa,ARV,Adult,Ocean,2011,2,0,On Time,On Time,Separate,7704.77,725150.02,1.06,Applicable,7092.0
43443,"Orgenics, Ltd",Kenya,HRDT,HIV test,Air,2010,3,0,On Time,On Time,Separate,12678.52,240.0,5282.72,Not Applicable,1302.0
43450,S. BUYS WHOLESALER,South Africa,ARV,Pediatric,Truck,2014,3,0,On Time,On Time,Absorbed,,659.22,,Applicable,
43480,Aurobindo Pharma Limited,South Africa,ARV,Pediatric,Air,2010,4,0,On Time,On Time,Separate,3444.28,60158.7,5.73,Applicable,7367.0
43486,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,ARV,Adult,Air,2015,1,0,On Time,On Time,Separate,1475.95,4652.0,31.73,Applicable,22.0
43507,PHARMACY DIRECT,South Africa,ARV,Pediatric,Truck,2015,1,0,On Time,On Time,Absorbed,,230.24,,Applicable,
43526,"Orgenics, Ltd",Uganda,HRDT,HIV test,Air,2014,4,0,On Time,On Time,Separate,14692.8,320000.0,4.59,Not Applicable,1624.0
43534,"Orgenics, Ltd",Mozambique,HRDT,HIV test,Air,2015,2,0,On Time,On Time,Separate,19193.57,440000.0,4.36,Not Applicable,2139.0
43537,PHARMACY DIRECT,South Africa,ARV,Adult,Truck,2015,2,0,On Time,On Time,Absorbed,,1498.82,,Applicable,
43600,HETERO LABS LIMITED,Vietnam,ARV,Adult,Air,2014,2,0,On Time,On Time,Absorbed,,43725.35,,Applicable,
43628,"Trinity Biotech, Plc",Botswana,HRDT,HIV test - Ancillary,Air,2010,3,0,On Time,On Time,Separate,592.46,465.0,127.41,Not Applicable,5.0
43634,"Trinity Biotech, Plc",South Sudan,HRDT,HIV test,Air,2013,2,0,On Time,On Time,Separate,1170.36,1664.0,70.33,Not Applicable,24.0
43635,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,ARV,Adult,Air,2014,2,0,On Time,On Time,Separate,2689.85,155063.05,1.73,Applicable,1578.0
43643,S. BUYS WHOLESALER,South Africa,ARV,Pediatric,Truck,2010,2,0,On Time,On Time,Absorbed,,3093.93,,Applicable,
43693,"Trinity Biotech, Plc",Zambia,HRDT,HIV test,Air,2015,2,0,On Time,On Time,Separate,14581.51,256000.0,5.7,Not Applicable,2328.0
43714,"Orgenics, Ltd",Nigeria,HRDT,HIV test,Air,2012,3,29,Late,Late,Separate,86928.23,725261.0,11.99,Not Applicable,3886.0
43749,"Trinity Biotech, Plc","Congo, DRC",HRDT,HIV test,Air,2014,4,0,On Time,On Time,Absorbed,,2080.0,,Not Applicable,
43762,PHARMACY DIRECT,South Africa,ARV,Adult,Truck,2014,3,0,On Time,On Time,Absorbed,,425.03,,Applicable,
43786,"Trinity Biotech, Plc",Uganda,HRDT,HIV test,Air,2013,2,0,On Time,On Time,Separate,2473.96,13664.0,18.11,Not Applicable,139.0
43805,HETERO LABS LIMITED,Haiti,ARV,Adult,Ocean,2014,4,0,On Time,On Time,Separate,1922.5,60990.47,3.15,Applicable,813.0
43807,Aurobindo Pharma Limited,South Africa,ARV,Pediatric,Ocean,2011,4,0,On Time,On Time,Separate,11234.1,23962.78,46.88,Applicable,3818.0
43812,Aurobindo Pharma Limited,Rwanda,ARV,Adult,Air,2010,2,0,On Time,On Time,Separate,18475.61,205284.6,9.0,Applicable,1050.0
43827,"Trinity Biotech, Plc","Congo, DRC",HRDT,HIV test,Air,2014,3,0,On Time,On Time,Absorbed,,192.0,,Not Applicable,
43834,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Namibia,ARV,Adult,Air,2014,4,0,On Time,On Time,Separate,17118.8,306180.0,5.59,Applicable,3402.0
43875,PHARMACY DIRECT,South Africa,ARV,Adult,Truck,2014,2,0,On Time,On Time,Absorbed,,408.18,,Applicable,
43892,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2014,4,0,On Time,On Time,Absorbed,,209.09,,Applicable,
43897,"Orgenics, Ltd",Zambia,HRDT,HIV test,Air,2010,1,0,On Time,On Time,Separate,16633.36,155592.0,10.69,Not Applicable,1051.0
43905,"Trinity Biotech, Plc",Nigeria,HRDT,HIV test,Air,2014,1,0,On Time,On Time,Separate,70509.14,776000.0,9.09,Not Applicable,7080.0
43906,PHARMACY DIRECT,South Africa,ARV,Pediatric,Truck,2015,2,0,On Time,On Time,Absorbed,,392.16,,Applicable,
43912,Aurobindo Pharma Limited,Haiti,ARV,Adult,Air,2015,2,0,On Time,On Time,Separate,976.44,8239.09,11.85,Applicable,124.0
43918,PHARMACY DIRECT,South Africa,ARV,Pediatric,Truck,2015,1,0,On Time,On Time,Absorbed,,70.76,,Applicable,
43928,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2014,3,0,On Time,On Time,Absorbed,,2214.85,,Applicable,
43929,Hoffmann-La Roche ltd Basel,Uganda,ARV,Adult,Air,2012,1,0,On Time,On Time,Separate,586.16,12362.16,4.74,Applicable,18.0
43932,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2014,3,0,On Time,On Time,Absorbed,,1814.33,,Applicable,
43970,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tanzania,ARV,Adult,Ocean,2010,4,0,On Time,On Time,Separate,27478.63,1057665.1,2.6,Applicable,5803.0
43972,PHARMACY DIRECT,South Africa,ARV,Adult,Truck,2015,2,0,On Time,On Time,Absorbed,,935.7,,Applicable,
43989,BRISTOL-MYERS SQUIBB,Tanzania,ARV,Adult,Air,2009,3,0,On Time,On Time,Separate,777.0,71010.0,1.09,Applicable,363.0
43998,Aurobindo Pharma Limited,South Africa,ARV,Pediatric,Ocean,2011,3,0,On Time,On Time,Separate,5301.65,110366.08,4.8,Applicable,2674.0
44031,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2014,3,0,On Time,On Time,Absorbed,,134.55,,Applicable,
44045,EMCURE PHARMACEUTICALS LTD,Uganda,ARV,Pediatric,Air,2009,4,0,On Time,On Time,Separate,986.79,1200.14,82.22,Applicable,3.0
44068,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,ARV,Adult,Air,2015,1,0,On Time,On Time,Separate,4219.32,217047.6,1.94,Applicable,2406.0
44082,"Orgenics, Ltd",Nigeria,HRDT,HIV test,Air,2014,3,0,On Time,On Time,Separate,67915.7,983806.0,6.9,Not Applicable,4495.0
44092,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Guyana,HRDT,HIV test - Ancillary,Air,2011,1,0,On Time,On Time,Separate,281.61,100.0,281.61,Not Applicable,2.0
44099,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Haiti,ARV,Pediatric,Air,2013,2,0,On Time,On Time,Separate,1286.68,3635.28,35.39,Applicable,76.0
44105,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Haiti,ARV,Adult,Air,2015,3,0,On Time,On Time,Separate,4126.9,2397.5,172.13,Applicable,51.0
44121,"Trinity Biotech, Plc",Swaziland,HRDT,HIV test,Air,2013,4,0,On Time,On Time,Absorbed,,6400.0,,Not Applicable,
44131,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2014,4,0,On Time,On Time,Absorbed,,5009.96,,Applicable,
44180,Aurobindo Pharma Limited,Cameroon,ARV,Adult,Air,2013,4,0,On Time,On Time,Absorbed,,43715.25,,Applicable,
44183,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2009,4,0,On Time,On Time,Absorbed,,1327.39,,Applicable,
44204,PHARMACY DIRECT,South Africa,ARV,Adult,Truck,2014,1,0,On Time,On Time,Absorbed,,21941.29,,Applicable,
44209,Aurobindo Pharma Limited,Tanzania,ARV,Adult,Air,2014,2,0,On Time,On Time,Separate,10879.44,171197.04,6.35,Applicable,1899.0
44247,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2014,3,0,On Time,On Time,Absorbed,,196.8,,Applicable,
44263,"Trinity Biotech, Plc",Zambia,HRDT,HIV test,Air,2013,3,0,On Time,On Time,Separate,11367.59,87360.0,13.01,Not Applicable,890.0
44265,Aurobindo Pharma Limited,Rwanda,ARV,Adult,Air,2011,1,0,On Time,On Time,Absorbed,,6187.92,,Applicable,
44304,"Orgenics, Ltd",Nigeria,HRDT,HIV test,Air,2014,3,0,On Time,On Time,Separate,28895.07,423462.0,6.82,Not Applicable,1934.0
44307,Aurobindo Pharma Limited,South Africa,ARV,Adult,Ocean,2011,2,32,Late,Late,Absorbed,,265188.7,,Applicable,
44315,"Orgenics, Ltd",Guyana,HRDT,HIV test,Air,2012,4,0,On Time,On Time,Separate,1182.5,9000.0,13.14,Not Applicable,41.0
44330,S. BUYS WHOLESALER,South Africa,ARV,Pediatric,Truck,2014,3,0,On Time,On Time,Absorbed,,111.95,,Applicable,
44340,PHARMACY DIRECT,South Africa,ARV,Adult,Truck,2014,4,0,On Time,On Time,Absorbed,,466.28,,Applicable,
44363,EMCURE PHARMACEUTICALS LTD,Dominican Republic,ARV,Adult,Air,2013,4,0,On Time,On Time,Separate,1965.62,38040.0,5.17,Applicable,170.0
44373,Aurobindo Pharma Limited,Vietnam,ARV,Adult,Air,2012,1,0,On Time,On Time,Absorbed,,29900.0,,Applicable,
44393,"Orgenics, Ltd",Zambia,HRDT,HIV test,Air,2015,2,-4,On Time,Early,Separate,25380.88,443040.0,5.73,Not Applicable,5538.0
44448,CIPLA LIMITED,South Africa,ARV,Adult,Ocean,2011,4,0,On Time,On Time,Separate,8527.46,284609.92,3.0,Applicable,11275.0
44463,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2014,3,0,On Time,On Time,Absorbed,,5932.29,,Applicable,
44486,S. BUYS WHOLESALER,South Africa,ARV,Pediatric,Truck,2014,1,0,On Time,On Time,Absorbed,,541.83,,Applicable,
44501,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,ARV,Pediatric,Air,2012,4,0,On Time,On Time,Separate,439.17,6023.16,7.29,Applicable,53.0
44516,"Orgenics, Ltd",Côte d'Ivoire,HRDT,HIV test,Air,2013,2,0,On Time,On Time,Separate,16661.34,168320.0,9.9,Not Applicable,917.0
44567,Aurobindo Pharma Limited,Rwanda,ARV,Adult,Air,2012,3,0,On Time,On Time,Separate,43237.33,130412.25,33.15,Applicable,5525.0
44577,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Zimbabwe,ARV,Pediatric,Air,2012,4,0,On Time,On Time,Absorbed,,31559.68,,Applicable,1014.0
44597,"Trinity Biotech, Plc","Congo, DRC",HRDT,HIV test,Air,2015,3,0,On Time,On Time,Absorbed,,1248.0,,Not Applicable,
44612,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,ARV,Adult,Air,2010,4,0,On Time,On Time,Separate,10455.35,175827.0,5.95,Applicable,3329.0
44615,HETERO LABS LIMITED,Vietnam,ARV,Adult,Air,2015,3,0,On Time,On Time,Absorbed,,10260.0,,Applicable,
44630,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,ARV,Adult,Air,2013,3,0,On Time,On Time,Separate,15006.27,348595.11,4.3,Applicable,3419.0
44643,HETERO LABS LIMITED,Vietnam,ARV,Adult,Air,2015,3,0,On Time,On Time,Absorbed,,21900.0,,Applicable,
44694,Orasure Technologies Inc.,Botswana,HRDT,HIV test - Ancillary,Air,2009,4,0,On Time,On Time,Separate,304.76,250.0,121.9,Not Applicable,6.0
44702,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Ethiopia,HRDT,HIV test,Air,2013,3,0,On Time,On Time,Separate,34137.03,101969.0,33.48,Not Applicable,2777.0
44724,Aurobindo Pharma Limited,Vietnam,ARV,Adult,Air,2015,3,0,On Time,On Time,Absorbed,,9900.0,,Applicable,
44737,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,ARV,Adult,Air,2012,2,0,On Time,On Time,Separate,13850.65,99702.9,13.89,Applicable,6142.0
44778,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Côte d'Ivoire,ARV,Pediatric,Air,2011,3,0,On Time,On Time,Separate,2093.32,57647.04,3.63,Applicable,1014.0
44783,"Standard Diagnostics, Inc.",Côte d'Ivoire,HRDT,HIV test,Air,2011,2,0,On Time,On Time,Separate,7894.76,58032.0,13.6,Not Applicable,859.0
44808,"Orgenics, Ltd",Tanzania,HRDT,HIV test,Air,2012,3,0,On Time,On Time,Separate,12035.47,110960.0,10.85,Not Applicable,662.0
44816,"Orgenics, Ltd",Nigeria,HRDT,HIV test,Air,2015,1,-3,On Time,Early,Separate,31090.27,548062.0,5.67,Not Applicable,2493.0
44855,PHARMACY DIRECT,South Africa,ARV,Adult,Truck,2015,1,0,On Time,On Time,Absorbed,,1248.67,,Applicable,
44860,HETERO LABS LIMITED,Vietnam,ARV,Adult,Air,2015,3,0,On Time,On Time,Absorbed,,20862.0,,Applicable,
44908,GLAXOSMITHKLINE EXPORT LIMITED,Mozambique,ARV,Adult,Air,2009,4,0,On Time,On Time,Absorbed,,54784.2,,Applicable,
44913,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2013,2,0,On Time,On Time,Absorbed,,1549.54,,Applicable,
44920,Aurobindo Pharma Limited,Vietnam,ARV,Adult,Air,2010,2,0,On Time,On Time,Separate,6158.0,14128.8,43.58,Applicable,656.0
44922,REINBOLD EXPORT IMPORT,Haiti,HRDT,HIV test,Truck,2012,2,7,Late,Late,Absorbed,,160937.5,,Not Applicable,
44930,"Orgenics, Ltd",Nigeria,HRDT,HIV test,Air,2013,3,0,On Time,On Time,Separate,13325.59,271895.0,4.9,Not Applicable,1241.0
44942,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Nigeria,ARV,Adult,Air,2011,1,0,On Time,On Time,Separate,3759.22,10472.28,35.9,Applicable,520.0
44962,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Uganda,ARV,Pediatric,Air,2012,2,0,On Time,On Time,Separate,677.4,1554.0,43.59,Applicable,36.0
44964,Aurobindo Pharma Limited,South Africa,ARV,Adult,Air,2010,3,-13,On Time,Early,Separate,1791.42,85949.16,2.08,Applicable,1823.0
45020,PHARMACY DIRECT,South Africa,ARV,Adult,Truck,2014,3,0,On Time,On Time,Absorbed,,1599.83,,Applicable,
45034,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2009,3,0,On Time,On Time,Absorbed,,431.92,,Applicable,
45048,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2014,1,0,On Time,On Time,Absorbed,,1608.59,,Applicable,
45057,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2014,3,0,On Time,On Time,Absorbed,,17283.85,,Applicable,
45090,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2013,2,0,On Time,On Time,Absorbed,,12768.22,,Applicable,
45143,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2014,3,0,On Time,On Time,Absorbed,,368.99,,Applicable,
45147,EMCURE PHARMACEUTICALS LTD,Uganda,ARV,Adult,Air,2015,3,0,On Time,On Time,Absorbed,,124326.0,,Applicable,
45149,Aurobindo Pharma Limited,Vietnam,ARV,Adult,Air,2011,1,0,On Time,On Time,Separate,3657.69,3900.0,93.79,Applicable,21.0
45150,"Orgenics, Ltd",South Sudan,HRDT,HIV test - Ancillary,Air,2013,3,0,On Time,On Time,Absorbed,,580.0,,Not Applicable,
45158,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,ARV,Adult,Air,2010,3,0,On Time,On Time,Separate,8227.99,83022.0,9.91,Applicable,255.0
45160,"Trinity Biotech, Plc",South Sudan,HRDT,HIV test,Air,2012,2,0,On Time,On Time,Separate,1743.35,5632.0,30.95,Not Applicable,71.0
45168,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2014,1,0,On Time,On Time,Absorbed,,25777.7,,Applicable,
45178,"Orgenics, Ltd",South Sudan,HRDT,HIV test,Air,2013,4,0,On Time,On Time,Separate,2997.85,40050.0,7.49,Not Applicable,188.0
45197,PHARMACY DIRECT,South Africa,ARV,Adult,Truck,2015,3,0,On Time,On Time,Absorbed,,620.91,,Applicable,
45202,S. BUYS WHOLESALER,South Africa,ARV,Pediatric,Truck,2013,2,0,On Time,On Time,Absorbed,,23275.52,,Applicable,
45248,"Trinity Biotech, Plc",Mozambique,HRDT,HIV test,Air,2014,2,0,On Time,On Time,Separate,10780.63,181536.0,5.94,Not Applicable,1674.0
45267,"Trinity Biotech, Plc",Mozambique,HRDT,HIV test,Air,2013,1,0,On Time,On Time,Separate,1032.57,4832.0,21.37,Not Applicable,54.0
45278,S. BUYS WHOLESALER,South Africa,ARV,Adult,Truck,2014,3,0,On Time,On Time,Absorbed,,592.47,,Applicable,
