ID,Country,Vendor,Shipment_Mode,Year,Quarter,Month,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Delay_Days,On_Time_Delivery,Delivery_Status,Product_Group,Line_Item_Value,Freight_Cost_USD,Freight_Type,Weight_Kilograms,Freight_Cost_Ratio
7125,South Africa,S. BUYS WHOLESALER,Truck,2008,3,8,2008-08-20,2008-05-08,-104,On Time,Early,ARV,1479.6,,Absorbed,,
7126,South Africa,S. BUYS WHOLESALER,Truck,2008,3,8,2008-08-20,2008-08-14,-6,On Time,Early,ARV,5737.5,,Absorbed,,
7127,South Africa,S. BUYS WHOLESALER,Truck,2008,3,8,2008-08-20,2008-05-08,-104,On Time,Early,ARV,23790.0,,Absorbed,,
7128,South Africa,S. BUYS WHOLESALER,Truck,2008,3,8,2008-08-20,2008-05-14,-98,On Time,Early,ARV,2942.2,,Absorbed,,
7129,South Africa,S. BUYS WHOLESALER,Truck,2008,3,8,2008-08-20,2008-05-14,-98,On Time,Early,ARV,960.4,,Absorbed,,
7172,Nigeria,IDA FOUNDATION,Air,2008,3,7,2008-07-31,2008-07-31,0,On Time,On Time,ANTM,527.0,20134.43,Separate,1920.0,3820.57
7176,Rwanda,"Trinity Biotech, Plc",Air,2008,4,10,2008-10-18,2008-10-18,0,On Time,On Time,HRDT,108800.0,22370.64,Separate,1131.0,20.56
7183,Rwanda,Premier Medical Corporation Ltd.,Air,2008,3,7,2008-07-04,2008-07-04,0,On Time,On Time,HRDT,101970.0,17331.66,Separate,2130.0,17.0
7184,Zimbabwe,"Standard Diagnostics, Inc.",Air,2008,4,11,2008-11-17,2008-11-17,0,On Time,On Time,HRDT,157280.0,18087.86,Separate,2450.0,11.5
7201,Rwanda,Aurobindo Pharma Limited,Air,2008,3,7,2008-07-22,2008-07-22,0,On Time,On Time,ARV,414642.24,23071.26,Separate,3953.0,5.56
7202,South Africa,S. BUYS WHOLESALER,Truck,2008,2,6,2008-06-17,2008-06-17,0,On Time,On Time,ARV,2368.2,,Absorbed,,
7218,Vietnam,Aurobindo Pharma Limited,Air,2008,3,9,2008-09-19,2008-09-19,0,On Time,On Time,ARV,12180.0,,Absorbed,,
7244,South Africa,S. BUYS WHOLESALER,Truck,2008,3,7,2008-07-10,2008-07-08,-2,On Time,Early,ARV,2428.8,,Absorbed,,
7259,Guyana,"Orgenics, Ltd",Air,2008,4,10,2008-10-29,2008-10-13,-16,On Time,Early,HRDT,2.13,180.0,Separate,14.0,8450.7
7260,Nigeria,"Orgenics, Ltd",Air,2008,3,9,2008-09-12,2008-09-03,-9,On Time,Early,HRDT,68.75,,Absorbed,,
7276,Ethiopia,"Trinity Biotech, Plc",Air,2008,4,10,2008-10-06,2008-10-06,0,On Time,On Time,HRDT,134400.0,18180.65,Separate,1413.0,13.53
7321,Mozambique,"Orgenics, Ltd",Air,2008,4,11,2008-11-01,2008-11-01,0,On Time,On Time,HRDT,553603.1,,Absorbed,,
7325,South Africa,S. BUYS WHOLESALER,Truck,2008,3,8,2008-08-25,2008-08-18,-7,On Time,Early,ARV,4860.0,,Absorbed,,
7326,South Africa,S. BUYS WHOLESALER,Truck,2008,3,8,2008-08-25,2008-08-14,-11,On Time,Early,ARV,176.4,,Absorbed,,
7327,South Africa,S. BUYS WHOLESALER,Truck,2008,3,8,2008-08-25,2008-08-14,-11,On Time,Early,ARV,7965.0,,Absorbed,,
7338,Côte d'Ivoire,IDA FOUNDATION,Air,2009,1,1,2009-01-23,2009-01-23,0,On Time,On Time,ACT,17500.0,8530.29,Separate,634.0,48.74
7398,Côte d'Ivoire,BIO-RAD LABORATORIES (FRANCE),Air,2008,4,11,2008-11-24,2008-11-24,0,On Time,On Time,HRDT,45828.0,9698.22,Separate,679.0,21.16
7421,Namibia,"Orgenics, Ltd",Air,2008,4,10,2008-10-28,2008-10-28,0,On Time,On Time,HRDT,525.0,85.27,Separate,3.0,16.24
7436,Vietnam,Aurobindo Pharma Limited,Air,2009,1,2,2009-02-27,2009-02-27,0,On Time,On Time,ARV,22620.0,,Absorbed,,
7467,Ethiopia,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Air,2009,1,1,2009-01-26,2009-01-26,0,On Time,On Time,HRDT,80730.0,20083.74,Separate,2535.0,24.88
7468,Ethiopia,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Air,2008,4,12,2008-12-03,2008-12-01,-2,On Time,Early,HRDT,80730.0,23035.69,Separate,2535.0,28.53
7469,Ethiopia,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Air,2008,4,12,2008-12-03,2008-12-01,-2,On Time,Early,HRDT,80730.0,23035.69,Separate,2535.0,28.53
7475,South Africa,S. BUYS WHOLESALER,Truck,2009,2,5,2009-05-17,2008-10-09,-220,On Time,Early,ARV,4417.0,,Absorbed,,
7476,South Africa,S. BUYS WHOLESALER,Truck,2009,2,5,2009-05-17,2008-10-09,-220,On Time,Early,ARV,5772.0,,Absorbed,,
7477,South Africa,S. BUYS WHOLESALER,Truck,2009,2,5,2009-05-17,2008-10-09,-220,On Time,Early,ARV,123.1,,Absorbed,,
7607,Vietnam,Aurobindo Pharma Limited,Air,2009,2,4,2009-04-07,2009-04-07,0,On Time,On Time,ARV,34715.52,,Absorbed,,
7638,Tanzania,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,2009,2,5,2009-05-27,2009-05-27,0,On Time,On Time,ARV,516216.0,12815.42,Separate,3073.0,2.48
7675,Côte d'Ivoire,"Orgenics, Ltd",Air,2009,1,3,2009-03-24,2009-03-24,0,On Time,On Time,HRDT,140000.0,8603.58,Separate,453.0,6.15
7695,Haiti,Aurobindo Pharma Limited,Air,2009,2,4,2009-04-02,2009-04-02,0,On Time,On Time,ARV,620.0,,Absorbed,,
7696,Haiti,Aurobindo Pharma Limited,Air,2009,2,4,2009-04-07,2009-04-07,0,On Time,On Time,ARV,2782.08,1448.55,Separate,96.0,52.07
7708,Haiti,"Trinity Biotech, Plc",Air,2009,1,3,2009-03-24,2009-03-24,0,On Time,On Time,HRDT,15290.0,1953.6,Separate,78.0,12.78
7718,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-17,2008-11-28,-109,On Time,Early,ARV,3699.0,,Absorbed,,
7719,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-17,2008-11-28,-109,On Time,Early,ARV,2030.4,,Absorbed,,
7720,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-17,2008-11-28,-109,On Time,Early,ARV,47880.0,,Absorbed,,
7721,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-31,2008-12-02,-119,On Time,Early,ARV,98383.74,,Absorbed,,
7728,South Africa,S. BUYS WHOLESALER,Air,2009,2,4,2009-04-21,2008-12-05,-137,On Time,Early,ARV,440.64,,Absorbed,,
7729,South Africa,S. BUYS WHOLESALER,Air,2009,2,6,2009-06-09,2009-01-27,-133,On Time,Early,ARV,9197.72,,Absorbed,,
7730,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-31,2008-11-21,-130,On Time,Early,ARV,1634.7,,Absorbed,,
7731,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-31,2008-11-21,-130,On Time,Early,ARV,912.0,,Absorbed,,
7732,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-31,2008-11-21,-130,On Time,Early,ARV,100.6,,Absorbed,,
7734,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-30,2009-01-21,-68,On Time,Early,ARV,741.0,,Absorbed,,
7735,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-30,2009-01-21,-68,On Time,Early,ARV,1781.5,,Absorbed,,
7736,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-30,2009-01-21,-68,On Time,Early,ARV,2163.7,,Absorbed,,
7741,South Africa,S. BUYS WHOLESALER,Truck,2009,2,4,2009-04-14,2009-04-14,0,On Time,On Time,ARV,15831.2,,Absorbed,,
7748,South Africa,S. BUYS WHOLESALER,Air,2009,2,6,2009-06-25,2009-04-14,-72,On Time,Early,ARV,3150.0,,Absorbed,,
7749,South Africa,S. BUYS WHOLESALER,Air,2009,2,6,2009-06-25,2009-04-20,-66,On Time,Early,ARV,106680.7,,Absorbed,,
7750,South Africa,S. BUYS WHOLESALER,Air,2009,2,6,2009-06-25,2009-04-21,-65,On Time,Early,ARV,10564.0,,Absorbed,,
7751,South Africa,S. BUYS WHOLESALER,Truck,2009,2,6,2009-06-25,2009-06-05,-20,On Time,Early,ARV,13659.0,,Absorbed,,
7775,Guyana,"Trinity Biotech, Plc",Air,2009,3,7,2009-07-09,2009-07-09,0,On Time,On Time,HRDT,43872.0,5733.61,Separate,468.0,13.07
7778,South Africa,S. BUYS WHOLESALER,Truck,2009,2,6,2009-06-08,2009-06-08,0,On Time,On Time,ARV,1890.0,,Absorbed,,
7779,South Africa,S. BUYS WHOLESALER,Truck,2009,2,5,2009-05-15,2009-04-17,-28,On Time,Early,ARV,5031.0,,Absorbed,,
7837,Vietnam,Aurobindo Pharma Limited,Air,2009,3,7,2009-07-10,2009-07-10,0,On Time,On Time,ARV,43200.0,,Absorbed,,
7847,Namibia,CIPLA LIMITED,Air,2009,3,8,2009-08-18,2009-08-18,0,On Time,On Time,ARV,4348.8,,Absorbed,,
7849,Uganda,BRISTOL-MYERS SQUIBB,Air,2009,3,7,2009-07-06,2009-07-06,0,On Time,On Time,ARV,1540.56,390.81,Separate,4.0,25.37
7857,Botswana,"Orgenics, Ltd",Air,2009,3,7,2009-07-07,2009-07-07,0,On Time,On Time,HRDT,1050.0,383.65,Separate,4.0,36.54
7868,Tanzania,Hoffmann-La Roche ltd Basel,Air,2009,3,9,2009-09-25,2009-09-25,0,On Time,On Time,ARV,461436.41,16751.58,Separate,2666.0,3.63
7894,Namibia,"Orgenics, Ltd",Air,2009,3,7,2009-07-27,2009-07-27,0,On Time,On Time,HRDT,1680.0,868.31,Separate,6.0,51.69
7921,Vietnam,Hoffmann-La Roche ltd Basel,Air,2006,3,9,2006-09-03,2006-09-03,0,On Time,On Time,ARV,164620.0,7828.28,Separate,254.0,4.76
7922,Côte d'Ivoire,Abbott GmbH & Co. KG,Air,2006,3,9,2006-09-16,2006-09-16,0,On Time,On Time,HRDT,40000.0,1275.12,Separate,171.0,3.19
7929,Zambia,Abbott GmbH & Co. KG,Air,2006,3,9,2006-09-19,2006-09-19,0,On Time,On Time,HRDT,80000.0,2373.73,Separate,343.0,2.97
7939,Haiti,REINBOLD EXPORT IMPORT,Air,2006,3,9,2006-09-15,2006-09-15,0,On Time,On Time,HRDT,22500.0,,Absorbed,,
7953,Côte d'Ivoire,Abbott GmbH & Co. KG,Air,2006,4,11,2006-11-14,2006-11-14,0,On Time,On Time,HRDT,68000.0,156.97,Separate,291096.0,0.23
7954,Zambia,Abbott GmbH & Co. KG,Air,2006,4,10,2006-10-31,2006-10-31,0,On Time,On Time,HRDT,100000.0,2487.58,Separate,426.0,2.49
7968,Zambia,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Air,2007,1,1,2007-01-08,2007-01-08,0,On Time,On Time,ARV,64461.24,,Absorbed,,
7970,Vietnam,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Air,2007,1,3,2007-03-14,2007-03-14,0,On Time,On Time,ARV,1084.0,,Absorbed,,
7975,Uganda,ASPEN PHARMACARE,Air,2006,4,12,2006-12-22,2006-12-22,0,On Time,On Time,ARV,26670.0,1262.91,Separate,201.0,4.74
7983,Zimbabwe,BRISTOL-MYERS SQUIBB,Air,2006,4,12,2006-12-18,2006-12-18,0,On Time,On Time,ARV,10837.5,,Absorbed,,
7984,Haiti,"Trinity Biotech, Plc",Air,2007,1,1,2007-01-23,2007-01-23,0,On Time,On Time,HRDT,10500.0,749.96,Separate,40.0,7.14
7990,Nigeria,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Air,2007,1,3,2007-03-15,2007-03-05,-10,On Time,Early,HRDT,67392.0,4474.15,Separate,702.0,6.64
7991,Nigeria,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Air,2007,1,3,2007-03-15,2007-03-15,0,On Time,On Time,HRDT,135108.0,11731.15,Separate,1531.0,8.68
8005,Guyana,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Air,2007,1,3,2007-03-27,2007-03-27,0,On Time,On Time,HRDT,1350.0,378.6,Separate,18.0,28.04
8017,Haiti,Abbott GmbH & Co. KG,Air,2007,2,5,2007-05-03,2007-05-03,0,On Time,On Time,HRDT,80000.0,2802.42,Separate,343.0,3.5
8023,Nigeria,Abbott GmbH & Co. KG,Air,2007,2,5,2007-05-31,2007-05-31,0,On Time,On Time,HRDT,200000.0,5469.91,Separate,851.0,2.73
8038,Vietnam,Aurobindo Pharma Limited,Air,2007,4,10,2007-10-15,2007-10-15,0,On Time,On Time,ARV,950.0,,Absorbed,,
8061,Tanzania,"Standard Diagnostics, Inc.",Air,2007,4,10,2007-10-25,2007-10-25,0,On Time,On Time,HRDT,200000.0,28837.28,Separate,3336.0,14.42
8062,Tanzania,"Standard Diagnostics, Inc.",Air,2008,3,7,2008-07-22,2008-07-22,0,On Time,On Time,HRDT,200000.0,22691.75,Separate,3122.0,11.35
8100,Zimbabwe,Orasure Technologies Inc.,Air,2008,1,1,2008-01-10,2008-01-10,0,On Time,On Time,HRDT,1750.0,,Absorbed,,
8192,Rwanda,CIPLA LIMITED,Air,2008,2,4,2008-04-28,2008-03-11,-48,On Time,Early,ARV,700000.0,35034.75,Separate,10303.0,5.0
8204,Botswana,Orasure Technologies Inc.,Air,2007,4,12,2007-12-27,2007-12-27,0,On Time,On Time,HRDT,1750.0,,Absorbed,,
8207,Rwanda,Aurobindo Pharma Limited,Air,2008,1,1,2008-01-03,2008-01-03,0,On Time,On Time,ARV,381992.5,28336.18,Separate,2791.0,7.42
8209,Kazakhstan,Orasure Technologies Inc.,Air,2008,1,1,2008-01-23,2008-01-23,0,On Time,On Time,HRDT,17500.0,,Absorbed,,
8218,Tanzania,BRISTOL-MYERS SQUIBB,Air,2008,2,5,2008-05-08,2008-05-08,0,On Time,On Time,ARV,8964.08,,Absorbed,,
8231,Haiti,"Trinity Biotech, Plc",Air,2008,4,11,2008-11-11,2008-11-11,0,On Time,On Time,HRDT,278.0,523.12,Separate,4.0,188.17
8232,Haiti,"Trinity Biotech, Plc",Air,2008,1,2,2008-02-11,2008-02-11,0,On Time,On Time,HRDT,17375.0,1425.77,Separate,92.0,8.21
8263,Nigeria,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Air,2008,3,9,2008-09-19,2008-08-20,-30,On Time,Early,HRDT,176040.0,12768.47,Separate,2224.0,7.25
8264,Nigeria,"Orgenics, Ltd",Air,2008,1,3,2008-03-12,2008-03-10,-2,On Time,Early,HRDT,61.99,,Absorbed,,
8271,Benin,"Standard Diagnostics, Inc.",Air,2008,1,3,2008-03-04,2008-03-04,0,On Time,On Time,HRDT,4640.0,1136.37,Separate,70.0,24.49
8315,Haiti,Orasure Technologies Inc.,Air,2008,1,3,2008-03-29,2008-03-29,0,On Time,On Time,HRDT,10500.0,2556.61,Separate,72.0,24.35
8316,Côte d'Ivoire,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Air,2009,1,2,2009-02-18,2009-02-18,0,On Time,On Time,HRDT,7803.0,1550.95,Separate,84.0,19.88
8317,Mozambique,"Orgenics, Ltd",Air,2008,3,7,2008-07-09,2008-07-09,0,On Time,On Time,HRDT,30.0,,Absorbed,,
8344,Kyrgyzstan,"Orgenics, Ltd",Air,2008,3,9,2008-09-19,2008-09-19,0,On Time,On Time,HRDT,39500.0,,Absorbed,,
8378,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2008,3,7,2008-07-17,2008-07-17,0,On Time,On Time,ARV,115718.4,4408.29,Separate,772.0,3.81
8407,Nigeria,"Orgenics, Ltd",Air,2008,2,5,2008-05-28,2008-05-28,0,On Time,On Time,HRDT,90388.7,3748.24,Separate,258.0,4.15
8437,Botswana,"Orgenics, Ltd",Air,2008,3,7,2008-07-31,2008-07-31,0,On Time,On Time,HRDT,7199.0,641.06,Separate,28.0,8.9
8438,Botswana,"Orgenics, Ltd",Air,2008,3,7,2008-07-31,2008-07-11,-20,On Time,Early,HRDT,1.0,,Absorbed,,
8440,Botswana,"Trinity Biotech, Plc",Air,2008,4,11,2008-11-18,2008-11-18,0,On Time,On Time,HRDT,16000.0,1225.17,Separate,166.0,7.66
8459,Vietnam,CIPLA LIMITED,Air,2008,4,10,2008-10-06,2008-10-06,0,On Time,On Time,ARV,72460.8,5136.08,Separate,836.0,7.09
8460,Vietnam,Aurobindo Pharma Limited,Air,2008,3,9,2008-09-19,2008-09-19,0,On Time,On Time,ARV,12326.4,,Absorbed,,
8461,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2008,3,9,2008-09-20,2008-09-20,0,On Time,On Time,ARV,3240.0,,Absorbed,,
8462,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2008,3,9,2008-09-19,2008-09-19,0,On Time,On Time,ARV,37346.4,,Absorbed,,
8463,South Africa,S. BUYS WHOLESALER,Truck,2008,3,8,2008-08-20,2008-05-08,-104,On Time,Early,ARV,517.0,,Absorbed,,
8464,South Africa,S. BUYS WHOLESALER,Truck,2008,3,8,2008-08-20,2008-05-08,-104,On Time,Early,ARV,1968.0,,Absorbed,,
8465,South Africa,S. BUYS WHOLESALER,Truck,2008,3,8,2008-08-20,2008-05-08,-104,On Time,Early,ARV,717.6,,Absorbed,,
8470,Haiti,"Trinity Biotech, Plc",Air,2008,2,6,2008-06-06,2008-06-06,0,On Time,On Time,HRDT,556.0,1808.19,Separate,3.0,325.21
8475,Haiti,Orasure Technologies Inc.,Air,2008,3,8,2008-08-20,2008-08-20,0,On Time,On Time,HRDT,18900.0,,Absorbed,,
8554,Zambia,"Standard Diagnostics, Inc.",Air,2008,4,11,2008-11-18,2008-11-18,0,On Time,On Time,HRDT,10000.0,1754.04,Separate,157.0,17.54
8590,South Africa,S. BUYS WHOLESALER,Truck,2008,3,7,2008-07-10,2008-07-08,-2,On Time,Early,ARV,354.6,,Absorbed,,
8603,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,2008,4,12,2008-12-03,2008-12-03,0,On Time,On Time,ARV,88776.0,2985.93,Separate,259.0,3.36
8604,Vietnam,Aurobindo Pharma Limited,Air,2008,4,11,2008-11-24,2008-11-24,0,On Time,On Time,ARV,8930.0,,Absorbed,,
8605,Vietnam,Aurobindo Pharma Limited,Air,2008,4,11,2008-11-21,2008-11-21,0,On Time,On Time,ARV,25080.0,,Absorbed,,
8616,Haiti,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,2008,3,9,2008-09-29,2008-09-29,0,On Time,On Time,ARV,205.6,658.68,Separate,19.0,320.37
8642,Ethiopia,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Air,2008,4,10,2008-10-07,2008-10-06,-1,On Time,Early,HRDT,161046.0,44347.71,Separate,5057.0,27.54
8645,South Africa,S. BUYS WHOLESALER,Truck,2008,3,8,2008-08-25,2008-08-14,-11,On Time,Early,ARV,24300.0,,Absorbed,,
8646,South Africa,S. BUYS WHOLESALER,Truck,2008,3,8,2008-08-25,2008-08-14,-11,On Time,Early,ARV,572.0,,Absorbed,,
8648,Nigeria,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Air,2009,1,1,2009-01-15,2008-11-20,-56,On Time,Early,HRDT,286038.0,24025.77,Separate,3039.0,8.4
8692,Nigeria,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Air,2009,1,3,2009-03-10,2008-11-24,-106,On Time,Early,ARV,100800.0,924.4,Separate,169.0,0.92
8693,Nigeria,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Air,2009,1,3,2009-03-10,2009-03-10,0,On Time,On Time,ARV,201146.4,,Absorbed,,
8713,Botswana,Orasure Technologies Inc.,Air,2008,4,11,2008-11-20,2008-11-20,0,On Time,On Time,HRDT,152.5,526.05,Separate,7.0,344.95
8714,Zambia,"Orgenics, Ltd",Air,2009,1,3,2009-03-18,2009-03-18,0,On Time,On Time,HRDT,55.0,,Absorbed,,
8735,Mozambique,"Orgenics, Ltd",Air,2009,2,4,2009-04-14,2009-04-14,0,On Time,On Time,HRDT,345600.0,13093.27,Separate,1417.0,3.79
8737,Namibia,"Trinity Biotech, Plc",Air,2008,4,12,2008-12-22,2008-12-22,0,On Time,On Time,HRDT,20800.0,7936.81,Separate,278.0,38.16
8738,Namibia,"Orgenics, Ltd",Air,2009,1,1,2009-01-23,2009-01-23,0,On Time,On Time,HRDT,1500.0,1153.43,Separate,9.0,76.9
8760,Namibia,"Trinity Biotech, Plc",Air,2009,1,1,2009-01-14,2009-01-14,0,On Time,On Time,HRDT,1120.0,585.12,Separate,12.0,52.24
8770,Ethiopia,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Air,2008,4,12,2008-12-03,2008-12-01,-2,On Time,Early,HRDT,79810.0,22803.8,Separate,2509.0,28.57
8802,Tanzania,"Trinity Biotech, Plc",Air,2009,2,5,2009-05-17,2009-05-17,0,On Time,On Time,HRDT,26848.0,3146.63,Separate,277.0,11.72
8803,Tanzania,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Air,2009,2,6,2009-06-15,2009-06-15,0,On Time,On Time,ARV,135072.0,,Absorbed,,
8864,Tanzania,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,2009,1,2,2009-02-23,2009-02-23,0,On Time,On Time,ARV,513750.0,12937.16,Separate,3088.0,2.52
8892,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2009,2,4,2009-04-09,2009-04-09,0,On Time,On Time,ARV,1260.0,2793.62,Separate,9.0,221.72
8893,Vietnam,CIPLA LIMITED,Air,2009,1,3,2009-03-27,2009-03-27,0,On Time,On Time,ARV,168912.0,4443.97,Separate,2165.0,2.63
8909,Botswana,Orasure Technologies Inc.,Air,2009,1,3,2009-03-03,2009-03-03,0,On Time,On Time,HRDT,1750.0,810.85,Separate,12.0,46.33
8922,Tanzania,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,2009,3,8,2009-08-11,2009-08-11,0,On Time,On Time,ARV,2466.0,,Absorbed,,
8951,Rwanda,"Trinity Biotech, Plc",Air,2009,2,4,2009-04-06,2009-04-06,0,On Time,On Time,HRDT,37216.0,6269.97,Separate,385.0,16.85
8989,Rwanda,CIPLA LIMITED,Air,2009,2,4,2009-04-21,2009-04-21,0,On Time,On Time,ARV,207043.2,853.87,Separate,2086.0,0.41
8996,Haiti,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,2009,2,4,2009-04-15,2009-04-15,0,On Time,On Time,ARV,143.92,810.36,Separate,7.0,563.06
9000,Haiti,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2009,2,4,2009-04-21,2009-04-21,0,On Time,On Time,ARV,5040.0,806.55,Separate,32050.0,16.0
9002,Haiti,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,2009,2,4,2009-04-20,2009-04-20,0,On Time,On Time,ARV,2055.0,2704.58,Separate,99.0,131.61
9022,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-24,2008-12-01,-113,On Time,Early,ARV,2834.1,,Absorbed,,
9023,South Africa,S. BUYS WHOLESALER,Air,2009,2,4,2009-04-28,2008-12-19,-130,On Time,Early,ARV,60732.7,,Absorbed,,
9024,South Africa,S. BUYS WHOLESALER,Air,2009,2,4,2009-04-03,2009-04-03,0,On Time,On Time,ARV,63323.39,,Absorbed,,
9025,South Africa,S. BUYS WHOLESALER,Air,2009,2,6,2009-06-30,2009-01-30,-151,On Time,Early,ARV,6564.0,,Absorbed,,
9026,South Africa,S. BUYS WHOLESALER,Air,2009,3,7,2009-07-07,2009-02-02,-155,On Time,Early,ARV,85280.0,,Absorbed,,
9032,South Africa,S. BUYS WHOLESALER,Air,2009,2,4,2009-04-07,2008-12-03,-125,On Time,Early,ARV,10380.0,,Absorbed,,
9033,South Africa,S. BUYS WHOLESALER,Air,2009,2,5,2009-05-26,2009-01-22,-124,On Time,Early,ARV,5445.0,,Absorbed,,
9034,South Africa,S. BUYS WHOLESALER,Air,2009,2,6,2009-06-17,2009-04-03,-75,On Time,Early,ARV,46988.64,,Absorbed,,
9036,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-31,2008-11-21,-130,On Time,Early,ARV,2998.0,,Absorbed,,
9037,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-31,2008-11-21,-130,On Time,Early,ARV,2454.0,,Absorbed,,
9038,South Africa,S. BUYS WHOLESALER,Air,2009,2,4,2009-04-01,2008-11-21,-131,On Time,Early,ARV,2388.8,,Absorbed,,
9039,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-30,2009-01-21,-68,On Time,Early,ARV,6182.0,,Absorbed,,
9040,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-30,2009-01-21,-68,On Time,Early,ARV,833.0,,Absorbed,,
9041,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-30,2009-01-21,-68,On Time,Early,ARV,1813.2,,Absorbed,,
9042,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-30,2009-01-21,-68,On Time,Early,ARV,323.4,,Absorbed,,
9043,South Africa,S. BUYS WHOLESALER,Air,2009,1,3,2009-03-30,2009-01-23,-66,On Time,Early,ARV,6012.0,,Absorbed,,
9053,South Africa,S. BUYS WHOLESALER,Air,2009,2,6,2009-06-25,2009-04-17,-69,On Time,Early,ARV,23133.6,,Absorbed,,
9054,South Africa,S. BUYS WHOLESALER,Air,2009,2,6,2009-06-25,2009-04-21,-65,On Time,Early,ARV,16080.0,,Absorbed,,
9055,South Africa,S. BUYS WHOLESALER,Air,2009,2,6,2009-06-25,2009-04-15,-71,On Time,Early,ARV,100560.0,,Absorbed,,
9056,South Africa,S. BUYS WHOLESALER,Air,2009,2,6,2009-06-25,2009-04-16,-70,On Time,Early,ARV,73256.4,,Absorbed,,
9078,South Africa,S. BUYS WHOLESALER,Truck,2009,3,7,2009-07-31,2009-04-21,-101,On Time,Early,ARV,84.0,,Absorbed,,
9080,South Africa,S. BUYS WHOLESALER,Truck,2009,2,5,2009-05-15,2009-05-15,0,On Time,On Time,ARV,1502.4,,Absorbed,,
9081,South Africa,S. BUYS WHOLESALER,Truck,2009,2,5,2009-05-15,2009-04-23,-22,On Time,Early,ARV,1208.0,,Absorbed,,
9085,Côte d'Ivoire,"Standard Diagnostics, Inc.",Air,2009,3,7,2009-07-01,2009-07-01,0,On Time,On Time,HRDT,10000.0,2094.08,Separate,136.0,20.94
9086,Zambia,"Orgenics, Ltd",Air,2009,3,7,2009-07-23,2009-07-23,0,On Time,On Time,HRDT,324000.0,11559.65,Separate,1330.0,3.57
9088,Haiti,"Trinity Biotech, Plc",Air,2009,2,4,2009-04-24,2009-04-24,0,On Time,On Time,HRDT,20850.0,1894.41,Separate,105.0,9.09
9089,Haiti,"Trinity Biotech, Plc",Air,2009,3,8,2009-08-31,2009-08-31,0,On Time,On Time,HRDT,20850.0,2486.15,Separate,113.0,11.92
