ID,Country,Vendor,Shipment_Mode,Year,Quarter,Month,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Delay_Days,On_Time_Delivery,Delivery_Status,Product_Group,Line_Item_Value,Freight_Cost_USD,Freight_Type,Weight_Kilograms,Freight_Cost_Ratio
56107,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2014,4,11,2014-11-03,2014-11-03,0,On Time,On Time,ARV,105040.65,,Absorbed,,
56118,South Africa,S. BUYS WHOLESALER,Truck,2009,4,10,2009-10-27,2009-10-27,0,On Time,On Time,ARV,20364.96,,Absorbed,,
56125,Cameroon,Aurobindo Pharma Limited,Air,2014,1,1,2014-01-08,2014-01-08,0,On Time,On Time,ARV,420711.8,63818.03,Separate,4962.0,15.17
56165,Côte d'Ivoire,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Air,2010,2,4,2010-04-27,2010-04-27,0,On Time,On Time,ARV,100000.0,1434.5,Separate,518.0,1.43
56167,South Africa,S. BUYS WHOLESALER,Truck,2010,2,5,2010-05-31,2010-05-31,0,On Time,On Time,ARV,3988.5,,Absorbed,,
56194,Zimbabwe,CIPLA LIMITED,Air Charter,2014,2,6,2014-06-14,2014-06-14,0,On Time,On Time,ARV,118472.49,24936.5,Separate,2829.0,21.05
56234,Kenya,"Trinity Biotech, Plc",Air,2012,1,2,2012-02-16,2012-02-16,0,On Time,On Time,HRDT,576000.0,40091.65,Separate,5876.0,6.96
56301,"Congo, DRC",Aurobindo Pharma Limited,Air,2014,4,11,2014-11-10,2014-11-10,0,On Time,On Time,ARV,550.0,,Absorbed,,
56310,South Africa,S. BUYS WHOLESALER,Truck,2014,1,1,2014-01-13,2014-01-13,0,On Time,On Time,ARV,26.78,,Absorbed,,
56320,South Africa,Aurobindo Pharma Limited,Air,2010,2,6,2010-06-08,2010-06-08,0,On Time,On Time,ARV,197192.2,4885.21,Separate,1431.0,2.48
56331,Haiti,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Ocean,2012,4,10,2012-10-22,2012-10-22,0,On Time,On Time,ARV,54000.0,,Absorbed,,
56332,Côte d'Ivoire,Aurobindo Pharma Limited,Air,2014,2,4,2014-04-29,2014-04-29,0,On Time,On Time,ARV,9096.0,1510.05,Separate,96.0,16.6
56335,Mozambique,Aurobindo Pharma Limited,Air,2014,1,3,2014-03-02,2014-03-02,0,On Time,On Time,ARV,16000.0,1045.5,Separate,62.0,6.53
56367,South Sudan,"Orgenics, Ltd",Air,2014,4,10,2014-10-03,2014-10-03,0,On Time,On Time,HRDT,800.0,,Absorbed,,
56395,South Africa,PHARMACY DIRECT,Truck,2015,1,1,2015-01-26,2015-01-26,0,On Time,On Time,ARV,240.14,,Absorbed,,
56416,Uganda,Aurobindo Pharma Limited,Air,2012,3,7,2012-07-23,2012-07-23,0,On Time,On Time,ARV,70097.8,7651.56,Separate,1770.0,10.92
56464,South Africa,PHARMACY DIRECT,Truck,2015,3,8,2015-08-24,2015-08-24,0,On Time,On Time,ARV,122.18,,Absorbed,,
56465,South Africa,PHARMACY DIRECT,Truck,2015,2,6,2015-06-02,2015-06-02,0,On Time,On Time,ARV,428.22,,Absorbed,,
56468,Cameroon,"Orgenics, Ltd",Air,2014,2,6,2014-06-10,2014-06-10,0,On Time,On Time,HRDT,400000.0,29918.58,Separate,2020.0,7.48
56487,Zambia,"Orgenics, Ltd",Air,2010,4,12,2010-12-17,2010-12-21,4,Late,Late,HRDT,225120.0,22746.62,Separate,1363.0,10.1
56495,Nigeria,"Trinity Biotech, Plc",Air,2011,3,9,2011-09-12,2011-09-12,0,On Time,On Time,HRDT,185312.0,24147.39,Separate,1918.0,13.03
56496,Guyana,MICRO LABS LIMITED,Air,2013,2,4,2013-04-18,2013-04-18,0,On Time,On Time,ARV,130.0,783.21,Separate,4.0,602.47
56505,South Africa,CIPLA LIMITED,Ocean,2011,4,12,2011-12-06,2011-12-06,0,On Time,On Time,ARV,351377.76,,Absorbed,,
56520,Sudan,"Standard Diagnostics, Inc.",Air,2011,2,6,2011-06-24,2011-06-24,0,On Time,On Time,HRDT,600.0,4500.71,Separate,430.0,750.12
56524,Mozambique,"Trinity Biotech, Plc",Ocean,2011,4,11,2011-11-22,2011-11-22,0,On Time,On Time,HRDT,425600.0,23408.33,Separate,4472.0,5.5
56550,Tanzania,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,2009,4,11,2009-11-17,2009-11-17,0,On Time,On Time,ARV,24742.2,7015.04,Separate,1210.0,28.35
56637,Côte d'Ivoire,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Air,2013,2,6,2013-06-24,2013-06-24,0,On Time,On Time,HRDT,58000.0,7168.62,Separate,576.0,12.36
56668,Vietnam,HETERO LABS LIMITED,Air,2011,4,10,2011-10-24,2011-10-24,0,On Time,On Time,ARV,67609.0,7261.69,Separate,759.0,10.74
56679,South Africa,S. BUYS WHOLESALER,Truck,2014,3,8,2014-08-13,2014-08-13,0,On Time,On Time,ARV,46.9,,Absorbed,,
56716,Vietnam,HETERO LABS LIMITED,Air,2015,3,7,2015-07-10,2015-07-10,0,On Time,On Time,ARV,68160.0,5489.55,Separate,2541.0,8.05
56734,South Africa,Aurobindo Pharma Limited,Ocean,2012,1,1,2012-01-04,2012-01-04,0,On Time,On Time,ARV,356005.85,3649.67,Separate,2283.0,1.03
56748,Uganda,MICRO LABS LIMITED,Air,2013,2,4,2013-04-10,2013-04-10,0,On Time,On Time,ARV,112.0,,Absorbed,,
56772,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2012,4,10,2012-10-09,2012-10-09,0,On Time,On Time,ARV,185419.04,,Absorbed,,
56836,Vietnam,HETERO LABS LIMITED,Air,2015,3,7,2015-07-10,2015-07-10,0,On Time,On Time,ARV,12960.0,,Absorbed,,
56837,Haiti,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2015,1,3,2015-03-12,2015-03-12,0,On Time,On Time,ARV,39000.0,3029.18,Separate,280.0,7.77
56844,Zambia,"Orgenics, Ltd",Air,2010,4,12,2010-12-17,2010-12-16,-1,On Time,Early,HRDT,163280.0,16654.29,Separate,989.0,10.2
56861,Haiti,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Air,2013,1,3,2013-03-13,2013-03-13,0,On Time,On Time,HRDT,6125.0,2204.84,Separate,164.0,36.0
56864,Haiti,HETERO LABS LIMITED,Air,2014,1,3,2014-03-28,2014-03-28,0,On Time,On Time,ARV,717.12,,Absorbed,,
56870,South Africa,PHARMACY DIRECT,Truck,2015,1,2,2015-02-19,2015-02-19,0,On Time,On Time,ARV,53.24,,Absorbed,,
56880,Nigeria,"Orgenics, Ltd",Air,2013,1,1,2013-01-09,2013-01-17,8,Late,Late,HRDT,244216.0,25577.2,Separate,1235.0,10.47
56898,Sudan,"Orgenics, Ltd",Air,2012,1,2,2012-02-03,2012-02-03,0,On Time,On Time,HRDT,10324.0,1961.65,Separate,45.0,19.0
56899,Tanzania,"Standard Diagnostics, Inc.",Air,2013,3,9,2013-09-17,2013-09-16,-1,On Time,Early,HRDT,0.0,16382.89,Separate,965.0,
56902,South Africa,PHARMACY DIRECT,Truck,2014,3,8,2014-08-28,2014-08-28,0,On Time,On Time,ARV,60.99,,Absorbed,,
56906,Uganda,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2013,4,11,2013-11-21,2013-11-21,0,On Time,On Time,ARV,105525.0,2242.71,Separate,440.0,2.13
56919,South Africa,PHARMACY DIRECT,Truck,2015,2,6,2015-06-02,2015-06-02,0,On Time,On Time,ARV,300.08,,Absorbed,,
56927,Nigeria,"Orgenics, Ltd",Air,2010,2,5,2010-05-05,2010-06-16,42,Late,Late,HRDT,168000.0,,Absorbed,1002.0,
56932,Cameroon,HUMAN GMBH,Air,2013,4,10,2013-10-10,2013-10-10,0,On Time,On Time,HRDT,3347.4,1003.18,Separate,46.0,29.97
56940,Uganda,CIPLA LIMITED,Air,2013,4,10,2013-10-30,2013-10-30,0,On Time,On Time,ARV,76893.6,7487.81,Separate,1874.0,9.74
56950,South Africa,Aurobindo Pharma Limited,Ocean,2011,1,3,2011-03-17,2011-03-17,0,On Time,On Time,ARV,70969.12,,Absorbed,,
56957,Vietnam,HETERO LABS LIMITED,Air,2014,2,4,2014-04-23,2014-04-23,0,On Time,On Time,ARV,6457.8,,Absorbed,,
56962,Mozambique,"Trinity Biotech, Plc",Ocean,2012,1,2,2012-02-29,2012-02-29,0,On Time,On Time,HRDT,236800.0,33872.84,Separate,2471.0,14.3
56996,Zimbabwe,"Orgenics, Ltd",Air,2010,2,5,2010-05-20,2010-05-31,11,Late,Late,HRDT,176400.0,21170.3,Separate,1183.0,12.0
57016,Côte d'Ivoire,Aurobindo Pharma Limited,Air,2014,1,2,2014-02-27,2014-02-27,0,On Time,On Time,ARV,1800.0,,Absorbed,,
57055,Nigeria,"Orgenics, Ltd",Air,2014,1,2,2014-02-18,2014-02-18,0,On Time,On Time,HRDT,961022.0,66059.65,Separate,4388.0,6.87
57087,Uganda,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2014,4,10,2014-10-28,2014-10-28,0,On Time,On Time,ARV,62300.0,2335.73,Separate,420.0,3.75
57117,South Africa,Aurobindo Pharma Limited,Ocean,2011,3,9,2011-09-02,2011-09-02,0,On Time,On Time,ARV,210500.0,3790.0,Separate,2303.0,1.8
57173,Côte d'Ivoire,"Orgenics, Ltd",Air,2010,1,1,2010-01-21,2010-01-21,0,On Time,On Time,HRDT,245000.0,12499.27,Separate,794.0,5.1
57218,Vietnam,Aurobindo Pharma Limited,Air,2010,1,3,2010-03-19,2010-03-19,0,On Time,On Time,ARV,130906.44,,Absorbed,,
57257,South Africa,STRIDES ARCOLAB LIMITED,Ocean,2010,4,12,2010-12-15,2011-02-11,58,Late,Late,ARV,303175.21,,Absorbed,,
57266,Kenya,"Trinity Biotech, Plc",Air,2012,4,10,2012-10-15,2012-10-15,0,On Time,On Time,HRDT,480000.0,36219.03,Separate,4956.0,7.55
57308,South Africa,S. BUYS WHOLESALER,Truck,2013,2,4,2013-04-16,2013-04-16,0,On Time,On Time,ARV,4996.06,,Absorbed,,
57339,South Africa,EMCURE PHARMACEUTICALS LTD,Ocean,2011,4,12,2011-12-01,2012-01-09,39,Late,Late,ARV,454995.9,7292.26,Separate,8351.0,1.6
57344,South Africa,PHARMACY DIRECT,Truck,2014,4,11,2014-11-05,2014-11-05,0,On Time,On Time,ARV,1102.97,,Absorbed,,
57346,Cameroon,HUMAN GMBH,Air,2011,4,11,2011-11-18,2011-11-18,0,On Time,On Time,HRDT,2231.6,549.16,Separate,30.0,24.61
57377,South Africa,PHARMACY DIRECT,Truck,2015,3,8,2015-08-24,2015-08-24,0,On Time,On Time,ARV,329.7,,Absorbed,,
57379,Vietnam,Aurobindo Pharma Limited,Air,2010,3,8,2010-08-23,2010-08-23,0,On Time,On Time,ARV,189488.88,12793.94,Separate,2148.0,6.75
57392,Uganda,HETERO LABS LIMITED,Air,2012,3,7,2012-07-27,2012-07-27,0,On Time,On Time,ARV,95612.4,48653.36,Separate,12945.0,50.89
57394,Swaziland,"Orgenics, Ltd",Air,2012,4,10,2012-10-19,2012-10-19,0,On Time,On Time,HRDT,1430.0,,Absorbed,,
57447,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2014,2,5,2014-05-15,2014-05-15,0,On Time,On Time,ARV,40338.0,1377.02,Separate,695.0,3.41
57449,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,2015,1,1,2015-01-15,2015-01-15,0,On Time,On Time,ARV,267608.0,1475.94,Separate,1073.0,0.55
57493,Côte d'Ivoire,BRISTOL-MYERS SQUIBB,Air,2010,3,7,2010-07-06,2010-07-06,0,On Time,On Time,ARV,19000.0,830.05,Separate,391.0,4.37
57513,Angola,"Trinity Biotech, Plc",Air,2011,2,4,2011-04-14,2011-04-14,0,On Time,On Time,HRDT,16000.0,9597.9,Separate,260.0,59.99
57537,South Africa,S. BUYS WHOLESALER,Truck,2014,3,8,2014-08-27,2014-08-27,0,On Time,On Time,ARV,3395.39,,Absorbed,,
57538,South Africa,Aurobindo Pharma Limited,Ocean,2011,2,6,2011-06-03,2011-06-03,0,On Time,On Time,ARV,131450.0,7321.43,Separate,3099.0,5.57
57540,"Congo, DRC",Aurobindo Pharma Limited,Air,2013,4,11,2013-11-28,2013-11-28,0,On Time,On Time,ARV,825.0,,Absorbed,,
57541,Mozambique,Hoffmann-La Roche ltd Basel,Air,2011,4,11,2011-11-02,2011-11-02,0,On Time,On Time,ARV,47723.35,2556.61,Separate,238.0,5.36
57582,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2015,3,7,2015-07-27,2015-07-27,0,On Time,On Time,ARV,52139.7,,Absorbed,,
57590,Uganda,CIPLA LIMITED,Air,2013,4,11,2013-11-16,2013-11-16,0,On Time,On Time,ARV,184000.0,18550.93,Separate,4620.0,10.08
57596,Swaziland,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Ocean,2011,4,12,2011-12-15,2011-12-15,0,On Time,On Time,ARV,1371930.0,12323.93,Separate,11433.0,0.9
57637,Rwanda,"Standard Diagnostics, Inc.",Air,2010,4,12,2010-12-23,2010-12-23,0,On Time,On Time,HRDT,40800.0,9054.08,Separate,570.0,22.19
57661,Sudan,"Orgenics, Ltd",Air,2011,3,7,2011-07-01,2011-07-01,0,On Time,On Time,HRDT,396.0,1209.56,Separate,3.0,305.44
57701,South Sudan,"Orgenics, Ltd",Air,2014,1,2,2014-02-27,2014-02-27,0,On Time,On Time,HRDT,61766.0,4350.03,Separate,285.0,7.04
57727,Botswana,"Orgenics, Ltd",Air,2010,2,6,2010-06-15,2010-06-15,0,On Time,On Time,HRDT,560.0,584.1,Separate,3.0,104.3
57733,Haiti,HETERO LABS LIMITED,Air,2013,2,6,2013-06-10,2013-06-10,0,On Time,On Time,ARV,836.64,1845.9,Separate,37.0,220.63
57738,Cameroon,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2013,3,9,2013-09-26,2013-09-26,0,On Time,On Time,ARV,495138.05,43408.7,Separate,5016.0,8.77
57747,Haiti,Aurobindo Pharma Limited,Air,2012,4,10,2012-10-04,2012-10-04,0,On Time,On Time,ARV,3613.75,1887.58,Separate,156.0,52.23
57754,South Africa,PHARMACY DIRECT,Truck,2014,2,6,2014-06-25,2014-06-25,0,On Time,On Time,ARV,3104.58,,Absorbed,,
57779,Haiti,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Ocean,2015,3,7,2015-07-03,2015-07-03,0,On Time,On Time,ARV,486000.0,,Absorbed,,
57780,Mozambique,GLAXOSMITHKLINE EXPORT LIMITED,Air,2009,4,10,2009-10-29,2009-10-29,0,On Time,On Time,ARV,90017.96,,Absorbed,249.0,
57812,Vietnam,HETERO LABS LIMITED,Air,2015,3,7,2015-07-10,2015-07-10,0,On Time,On Time,ARV,11440.0,,Absorbed,,
57819,Vietnam,HETERO LABS LIMITED,Air,2014,3,8,2014-08-13,2014-08-13,0,On Time,On Time,ARV,44450.0,,Absorbed,,
57826,Vietnam,HETERO LABS LIMITED,Air,2015,3,7,2015-07-13,2015-07-13,0,On Time,On Time,ARV,28000.0,,Absorbed,,
57849,Tanzania,"Standard Diagnostics, Inc.",Air,2009,4,12,2009-12-24,2009-12-24,0,On Time,On Time,HRDT,118800.0,11737.26,Separate,1650.0,9.88
57852,South Africa,S. BUYS WHOLESALER,Truck,2014,3,8,2014-08-29,2014-08-29,0,On Time,On Time,ARV,6697.54,,Absorbed,,
57862,South Africa,PHARMACY DIRECT,Truck,2014,4,11,2014-11-05,2014-11-05,0,On Time,On Time,ARV,1085.01,,Absorbed,,
57866,Uganda,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2013,4,11,2013-11-21,2013-11-21,0,On Time,On Time,ARV,29190.0,1249.78,Separate,122.0,4.28
57876,South Africa,S. BUYS WHOLESALER,Truck,2009,4,10,2009-10-29,2009-10-29,0,On Time,On Time,ARV,79058.92,,Absorbed,,
57886,South Africa,S. BUYS WHOLESALER,Truck,2014,1,2,2014-02-07,2014-02-07,0,On Time,On Time,ARV,5479.8,,Absorbed,,
57902,Côte d'Ivoire,BRISTOL-MYERS SQUIBB,Air,2010,1,1,2010-01-15,2010-01-15,0,On Time,On Time,ARV,3667.0,570.75,Separate,78.0,15.56
57905,South Africa,PHARMACY DIRECT,Truck,2015,2,6,2015-06-02,2015-06-02,0,On Time,On Time,ARV,85.31,,Absorbed,,
57909,South Africa,PHARMACY DIRECT,Truck,2015,1,2,2015-02-19,2015-02-19,0,On Time,On Time,ARV,46.79,,Absorbed,,
57928,Zambia,"Orgenics, Ltd",Air,2010,1,3,2010-03-18,2010-03-18,0,On Time,On Time,HRDT,151200.0,16061.5,Separate,1016.0,10.62
57959,Côte d'Ivoire,"Orgenics, Ltd",Air,2015,3,7,2015-07-21,2015-07-21,0,On Time,On Time,HRDT,560000.0,,Absorbed,2836.0,
57977,Haiti,Aurobindo Pharma Limited,Ocean,2013,3,8,2013-08-07,2013-08-07,0,On Time,On Time,ARV,4610.25,,Absorbed,,
57997,Tanzania,"Orgenics, Ltd",Air,2013,2,6,2013-06-25,2013-06-25,0,On Time,On Time,HRDT,48800.0,5187.9,Separate,268.0,10.63
58025,Dominican Republic,IDIS LIMITED,Air,2010,4,11,2010-11-30,2010-11-30,0,On Time,On Time,ARV,61512.12,,Absorbed,,
58039,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2012,2,5,2012-05-16,2012-05-16,0,On Time,On Time,ARV,4660.45,,Absorbed,,
58064,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,2011,4,11,2011-11-23,2011-11-23,0,On Time,On Time,ARV,117957.0,5101.21,Separate,355.0,4.32
58111,South Africa,Aurobindo Pharma Limited,Ocean,2011,1,1,2011-01-06,2011-01-06,0,On Time,On Time,ARV,22688.24,8169.7,Separate,3967.0,36.01
58134,Nigeria,"Orgenics, Ltd",Air,2013,4,11,2013-11-07,2013-11-11,4,Late,Late,HRDT,271450.0,22872.42,Separate,1238.0,8.43
58173,South Africa,PHARMACY DIRECT,Truck,2015,3,7,2015-07-24,2015-07-24,0,On Time,On Time,ARV,568.37,,Absorbed,,
58192,South Africa,STRIDES ARCOLAB LIMITED,Ocean,2011,2,4,2011-04-05,2011-04-05,0,On Time,On Time,ARV,494868.36,17278.96,Separate,10859.0,3.49
58197,Nigeria,"Orgenics, Ltd",Air,2013,4,11,2013-11-07,2013-11-11,4,Late,Late,HRDT,262461.0,19458.84,Separate,1192.0,7.41
58202,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2015,2,6,2015-06-01,2015-06-01,0,On Time,On Time,ARV,217047.6,4872.65,Separate,2406.0,2.24
58211,Côte d'Ivoire,"Orgenics, Ltd",Air,2010,1,2,2010-02-19,2010-02-19,0,On Time,On Time,HRDT,245000.0,12619.38,Separate,794.0,5.15
58252,South Sudan,"Orgenics, Ltd",Air,2012,3,9,2012-09-20,2012-09-20,0,On Time,On Time,HRDT,2608.0,,Absorbed,,
58264,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2009,3,9,2009-09-30,2009-09-30,0,On Time,On Time,ARV,20790.0,,Absorbed,,
58277,Côte d'Ivoire,"Standard Diagnostics, Inc.",Air,2010,3,8,2010-08-27,2010-08-27,0,On Time,On Time,HRDT,34944.0,5074.33,Separate,486.0,14.52
58305,Tanzania,"Trinity Biotech, Plc",Air,2013,1,1,2013-01-02,2013-01-02,0,On Time,On Time,HRDT,12256.0,1908.34,Separate,125.0,15.57
58309,Burundi,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Air,2014,2,6,2014-06-26,2014-06-26,0,On Time,On Time,HRDT,14876.4,871.28,Separate,58.0,5.86
58311,Côte d'Ivoire,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,2013,2,4,2013-04-24,2013-04-24,0,On Time,On Time,ARV,16026.4,5257.72,Separate,242.0,32.81
58372,Côte d'Ivoire,Aurobindo Pharma Limited,Air,2014,1,1,2014-01-03,2014-01-03,0,On Time,On Time,ARV,8750.0,5678.33,Separate,482.0,64.9
58393,Liberia,"Standard Diagnostics, Inc.",Air,2011,3,8,2011-08-15,2011-08-15,0,On Time,On Time,HRDT,2000.0,871.3,Separate,34.0,43.57
58398,Tanzania,"Standard Diagnostics, Inc.",Air,2011,3,9,2011-09-29,2011-09-29,0,On Time,On Time,HRDT,160000.0,17773.94,Separate,2667.0,11.11
58425,South Africa,S. BUYS WHOLESALER,Truck,2009,4,11,2009-11-19,2009-11-19,0,On Time,On Time,ARV,19.97,,Absorbed,,
58426,Sierra Leone,"Orgenics, Ltd",Air,2015,2,5,2015-05-11,2015-05-11,0,On Time,On Time,HRDT,320000.0,28703.53,Separate,1556.0,8.97
58440,South Africa,PHARMACY DIRECT,Truck,2015,1,2,2015-02-19,2015-02-19,0,On Time,On Time,ARV,8.99,,Absorbed,,
58450,South Africa,PHARMACY DIRECT,Truck,2015,3,7,2015-07-24,2015-07-24,0,On Time,On Time,ARV,394.51,,Absorbed,,
58482,South Africa,S. BUYS WHOLESALER,Truck,2014,3,8,2014-08-29,2014-08-29,0,On Time,On Time,ARV,211.71,,Absorbed,,
58484,Cameroon,Aurobindo Pharma Limited,Air,2014,1,1,2014-01-08,2014-01-08,0,On Time,On Time,ARV,417790.5,65875.32,Separate,4927.0,15.77
58485,South Africa,S. BUYS WHOLESALER,Truck,2009,4,12,2009-12-29,2009-12-29,0,On Time,On Time,ARV,161.34,,Absorbed,,
58491,"Congo, DRC",AMSTELFARMA B.V.,Air,2015,2,4,2015-04-03,2015-04-03,0,On Time,On Time,ANTM,19198.0,3958.28,Separate,500.0,20.62
58494,Uganda,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2013,1,1,2013-01-21,2013-01-21,0,On Time,On Time,ARV,32737.5,,Absorbed,,
58504,South Africa,PHARMACY DIRECT,Truck,2015,3,7,2015-07-24,2015-07-24,0,On Time,On Time,ARV,71.09,,Absorbed,,
58508,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2012,2,4,2012-04-24,2012-04-24,0,On Time,On Time,ARV,89947.0,,Absorbed,,
58555,Vietnam,STRIDES ARCOLAB LIMITED,Air,2011,4,12,2011-12-20,2011-12-20,0,On Time,On Time,ARV,39115.75,5440.01,Separate,742.0,13.91
58556,South Africa,Aurobindo Pharma Limited,Ocean,2011,2,4,2011-04-26,2011-04-26,0,On Time,On Time,ARV,321367.26,11203.81,Separate,6090.0,3.49
58642,Sudan,"Trinity Biotech, Plc",Air,2012,1,2,2012-02-07,2012-02-07,0,On Time,On Time,HRDT,1856.0,644.02,Separate,20.0,34.7
58652,Haiti,"Orgenics, Ltd",Air,2011,2,4,2011-04-06,2011-04-06,0,On Time,On Time,HRDT,3223.44,1011.6,Separate,8.0,31.38
58677,"Congo, DRC","Trinity Biotech, Plc",Air,2014,3,9,2014-09-05,2014-09-05,0,On Time,On Time,HRDT,224.0,,Absorbed,,
58713,South Africa,PHARMACY DIRECT,Truck,2015,3,7,2015-07-24,2015-07-24,0,On Time,On Time,ARV,110.05,,Absorbed,,
58716,Uganda,ASPEN PHARMACARE,Air,2012,2,6,2012-06-21,2012-06-21,0,On Time,On Time,ARV,11521.8,251.52,Separate,35.0,2.18
58731,South Africa,S. BUYS WHOLESALER,Truck,2014,3,8,2014-08-29,2014-08-29,0,On Time,On Time,ARV,311.73,,Absorbed,,
58744,Vietnam,HETERO LABS LIMITED,Air,2015,3,9,2015-09-07,2015-09-07,0,On Time,On Time,ARV,168720.0,,Absorbed,,
58754,South Sudan,"Orgenics, Ltd",Air,2012,4,11,2012-11-30,2012-11-30,0,On Time,On Time,HRDT,35155.0,,Absorbed,,
58761,South Africa,S. BUYS WHOLESALER,Truck,2014,1,1,2014-01-13,2014-01-13,0,On Time,On Time,ARV,4438.36,,Absorbed,,
58774,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2011,2,6,2011-06-22,2011-06-22,0,On Time,On Time,ARV,34954.4,,Absorbed,,
58800,South Africa,S. BUYS WHOLESALER,Truck,2014,3,8,2014-08-29,2014-08-29,0,On Time,On Time,ARV,100.91,,Absorbed,,
58801,Côte d'Ivoire,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,2011,2,4,2011-04-22,2011-04-22,0,On Time,On Time,ARV,94080.0,5150.82,Separate,492.0,5.47
58806,South Africa,S. BUYS WHOLESALER,Truck,2009,4,10,2009-10-07,2009-10-07,0,On Time,On Time,ARV,27430.13,,Absorbed,,
58808,Vietnam,Aurobindo Pharma Limited,Air,2012,2,5,2012-05-14,2012-05-14,0,On Time,On Time,ARV,974.4,1003.65,Separate,25.0,103.0
58850,South Africa,PHARMACY DIRECT,Truck,2015,3,8,2015-08-24,2015-08-24,0,On Time,On Time,ARV,867.36,,Absorbed,,
58852,South Africa,S. BUYS WHOLESALER,Truck,2010,2,4,2010-04-01,2010-04-01,0,On Time,On Time,ARV,1237.01,,Absorbed,,
58918,South Africa,S. BUYS WHOLESALER,Truck,2009,3,8,2009-08-24,2009-08-24,0,On Time,On Time,ARV,19702.5,,Absorbed,,
58947,Zimbabwe,HETERO LABS LIMITED,Air Charter,2014,3,9,2014-09-17,2014-09-17,0,On Time,On Time,ARV,194187.84,25272.8,Separate,4559.0,13.01
58958,Tanzania,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,2013,1,1,2013-01-16,2013-01-16,0,On Time,On Time,ARV,2095.76,1818.56,Separate,116.0,86.77
59017,Botswana,Premier Medical Corporation Ltd.,Air,2011,1,2,2011-02-04,2011-02-04,0,On Time,On Time,HRDT,765.0,766.62,Separate,13.0,100.21
59043,"Congo, DRC","Trinity Biotech, Plc",Air,2014,4,11,2014-11-04,2014-11-04,0,On Time,On Time,HRDT,480.0,,Absorbed,,
59046,South Africa,Aurobindo Pharma Limited,Ocean,2011,1,3,2011-03-29,2011-03-29,0,On Time,On Time,ARV,95400.0,17060.14,Separate,16260.0,17.88
59047,Haiti,HETERO LABS LIMITED,Ocean,2014,4,10,2014-10-30,2014-10-30,0,On Time,On Time,ARV,971250.0,,Absorbed,,
59074,South Africa,PHARMACY DIRECT,Truck,2014,3,8,2014-08-05,2014-08-05,0,On Time,On Time,ARV,1319.03,,Absorbed,,
59080,Zambia,Aurobindo Pharma Limited,Air,2014,3,7,2014-07-20,2014-07-20,0,On Time,On Time,ARV,88047.0,20519.07,Separate,3978.0,23.3
59151,South Africa,STRIDES ARCOLAB LIMITED,Ocean,2010,4,12,2010-12-15,2010-12-15,0,On Time,On Time,ARV,323910.86,12225.76,Separate,6360.0,3.77
59153,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,2010,3,7,2010-07-31,2010-07-31,0,On Time,On Time,ARV,285234.0,5215.07,Separate,862.0,1.83
59157,Zambia,"Trinity Biotech, Plc",Air,2013,4,12,2013-12-02,2013-12-02,0,On Time,On Time,HRDT,92800.0,8308.74,Separate,266.0,8.95
